game_id,team,opp,off_line,def_pair_opp,goalie_opp,toi,xg_for,goals_for,is_home
game_10,switzerland,kazakhstan,second_off,second_def,player_id_192,126.09,0.0651,0,1
game_10,switzerland,kazakhstan,first_off,second_def,player_id_192,40.69,0.1032,0,1
game_10,switzerland,kazakhstan,second_off,first_def,player_id_192,138.41,0.2432,0,1
game_10,switzerland,kazakhstan,first_off,first_def,player_id_192,178.37,0.1115,0,1
game_10,switzerland,kazakhstan,second_off,second_def,player_id_192,157.69,0.0,0,1
game_10,switzerland,kazakhstan,second_off,first_def,player_id_192,242.13,0.0973,1,1
game_10,switzerland,kazakhstan,first_off,first_def,player_id_192,287.21,0.3898,1,1
game_10,switzerland,kazakhstan,second_off,second_def,player_id_192,96.99,0.1075,0,1
game_10,switzerland,kazakhstan,PP_kill_dwn,PP_up,player_id_192,872.22,0.1006,0,1
game_10,switzerland,kazakhstan,second_off,empty_net_line,empty_net,32.66,0.0,0,1
game_10,switzerland,kazakhstan,first_off,empty_net_line,empty_net,30.26,0.0,0,1
game_10,switzerland,kazakhstan,first_off,second_def,player_id_192,141.84,0.0,0,1
game_10,switzerland,kazakhstan,first_off,empty_net_line,empty_net,66.8,0.0,0,1
game_10,switzerland,kazakhstan,second_off,empty_net_line,empty_net,33.47,0.0,0,1
game_10,switzerland,kazakhstan,first_off,second_def,player_id_192,166.58,0.0,0,1
game_10,switzerland,kazakhstan,second_off,second_def,player_id_192,284.94,0.365,2,1
game_100,serbia,rwanda,second_off,second_def,player_id_62,133.55,0.0,0,1
game_100,serbia,rwanda,empty_net_line,first_def,player_id_62,52.75,0.0,0,1
game_100,serbia,rwanda,empty_net_line,second_def,player_id_62,17.73,0.0,0,1
game_100,serbia,rwanda,second_off,first_def,player_id_62,135.34,0.206,0,1
game_100,serbia,rwanda,second_off,second_def,player_id_62,212.81,0.4905,1,1
game_100,serbia,rwanda,PP_up,PP_kill_dwn,player_id_62,673.49,1.2579,1,1
game_100,serbia,rwanda,first_off,second_def,player_id_62,125.0,0.0934,0,1
game_100,serbia,rwanda,first_off,first_def,player_id_62,152.32,0.0,0,1
game_100,serbia,rwanda,second_off,second_def,player_id_62,129.65,0.2169,0,1
game_100,serbia,rwanda,second_off,first_def,player_id_62,25.09,0.0,0,1
game_100,serbia,rwanda,first_off,first_def,player_id_62,130.38,0.0,0,1
game_100,serbia,rwanda,first_off,second_def,player_id_62,119.15,0.092,0,1
game_100,serbia,rwanda,second_off,second_def,player_id_62,48.56,0.0,0,1
game_100,serbia,rwanda,first_off,first_def,player_id_62,170.22,0.088,0,1
game_100,serbia,rwanda,second_off,first_def,player_id_62,96.54,0.2471,1,1
game_100,serbia,rwanda,PP_kill_dwn,PP_up,player_id_62,526.51,0.1897,0,1
game_100,serbia,rwanda,second_off,first_def,player_id_62,241.24,0.0939,0,1
game_100,serbia,rwanda,first_off,second_def,player_id_62,98.1,0.2332,0,1
game_100,serbia,rwanda,empty_net_line,first_def,player_id_62,62.51,0.1814,1,1
game_100,serbia,rwanda,first_off,second_def,player_id_62,315.93,0.2024,0,1
game_100,serbia,rwanda,first_off,first_def,player_id_62,119.18,0.0788,0,1
game_100,serbia,rwanda,empty_net_line,second_def,player_id_62,13.95,0.0,0,1
game_1000,brazil,netherlands,second_off,second_def,player_id_148,134.7,0.1062,0,1
game_1000,brazil,netherlands,second_off,second_def,player_id_148,180.58,0.3097,0,1
game_1000,brazil,netherlands,first_off,first_def,player_id_148,166.44,0.0968,0,1
game_1000,brazil,netherlands,second_off,first_def,player_id_148,186.79,0.0,0,1
game_1000,brazil,netherlands,second_off,first_def,player_id_148,120.32,0.1941,0,1
game_1000,brazil,netherlands,second_off,first_def,player_id_148,167.97,0.181,1,1
game_1000,brazil,netherlands,second_off,first_def,player_id_148,113.36,0.1051,0,1
game_1000,brazil,netherlands,PP_up,PP_kill_dwn,player_id_148,385.11,0.8901,0,1
game_1000,brazil,netherlands,first_off,second_def,player_id_148,116.99,0.3332,0,1
game_1000,brazil,netherlands,first_off,first_def,player_id_148,115.84,0.1019,0,1
game_1000,brazil,netherlands,PP_kill_dwn,PP_up,player_id_148,720.0,0.0733,0,1
game_1000,brazil,netherlands,second_off,second_def,player_id_148,119.02,0.0,0,1
game_1000,brazil,netherlands,first_off,second_def,player_id_148,36.78,0.0,0,1
game_1000,brazil,netherlands,first_off,first_def,player_id_148,79.77,0.0,0,1
game_1000,brazil,netherlands,first_off,second_def,player_id_148,186.31,0.092,1,1
game_1000,brazil,netherlands,first_off,first_def,player_id_148,219.55,0.11,0,1
game_1000,brazil,netherlands,first_off,second_def,player_id_148,275.27,0.5927,2,1
game_1000,brazil,netherlands,second_off,second_def,player_id_148,275.23,0.4044,1,1
game_1001,india,morocco,first_off,first_def,player_id_25,191.94,0.0,0,1
game_1001,india,morocco,first_off,second_def,player_id_25,87.26,0.0,0,1
game_1001,india,morocco,first_off,second_def,player_id_25,286.19,0.1358,0,1
game_1001,india,morocco,second_off,first_def,player_id_25,318.28,0.0575,0,1
game_1001,india,morocco,second_off,second_def,player_id_25,139.58,0.464,0,1
game_1001,india,morocco,empty_net_line,second_def,player_id_25,66.08,0.5559,0,1
game_1001,india,morocco,second_off,second_def,player_id_25,86.97,0.0792,0,1
game_1001,india,morocco,PP_up,PP_kill_dwn,player_id_25,604.32,0.6911,0,1
game_1001,india,morocco,PP_kill_dwn,PP_up,player_id_25,595.68,0.3248,0,1
game_1001,india,morocco,empty_net_line,second_def,player_id_25,45.79,0.1455,0,1
game_1001,india,morocco,first_off,second_def,player_id_25,211.05,0.0962,0,1
game_1001,india,morocco,second_off,second_def,player_id_25,291.96,0.1282,0,1
game_1001,india,morocco,second_off,first_def,player_id_25,35.2,0.0688,0,1
game_1001,india,morocco,first_off,first_def,player_id_25,147.74,0.1383,1,1
game_1001,india,morocco,first_off,first_def,player_id_25,84.65,0.0518,0,1
game_1001,india,morocco,first_off,second_def,player_id_25,40.38,0.1998,0,1
game_1001,india,morocco,second_off,first_def,player_id_25,84.55,0.0311,0,1
game_1001,india,morocco,second_off,first_def,player_id_25,39.29,0.0,0,1
game_1001,india,morocco,first_off,first_def,player_id_25,113.54,0.0631,0,1
game_1001,india,morocco,second_off,second_def,player_id_25,129.54,0.2281,1,1
game_1002,peru,saudi_arabia,first_off,first_def,player_id_212,487.69,0.1798,0,1
game_1002,peru,saudi_arabia,first_off,first_def,player_id_212,225.88,0.2256,0,1
game_1002,peru,saudi_arabia,PP_kill_dwn,PP_up,player_id_212,948.7,0.3124,0,1
game_1002,peru,saudi_arabia,second_off,first_def,player_id_212,172.34,0.0812,0,1
game_1002,peru,saudi_arabia,second_off,second_def,player_id_212,281.3,0.1705,0,1
game_1002,peru,saudi_arabia,second_off,first_def,player_id_212,145.2,0.1392,0,1
game_1002,peru,saudi_arabia,first_off,second_def,player_id_212,335.32,0.1047,0,1
game_1002,peru,saudi_arabia,second_off,second_def,player_id_212,339.54,0.0,0,1
game_1002,peru,saudi_arabia,PP_up,PP_kill_dwn,player_id_212,680.6,0.7783,0,1
game_1002,peru,saudi_arabia,second_off,second_def,player_id_212,154.46,0.0745,0,1
game_1002,peru,saudi_arabia,second_off,first_def,player_id_212,312.46,0.2463,0,1
game_1002,peru,saudi_arabia,first_off,second_def,player_id_212,138.91,0.1879,0,1
game_1002,peru,saudi_arabia,first_off,first_def,player_id_212,380.5,0.2598,0,1
game_1002,peru,saudi_arabia,second_off,second_def,player_id_212,198.12,0.2585,0,1
game_1002,peru,saudi_arabia,first_off,second_def,player_id_212,281.37,0.0931,0,1
game_1002,peru,saudi_arabia,first_off,first_def,player_id_212,174.51,0.2013,0,1
game_1002,peru,saudi_arabia,second_off,first_def,player_id_212,291.15,0.0,0,1
game_1002,peru,saudi_arabia,first_off,second_def,player_id_212,128.87,0.0,0,1
game_1003,china,pakistan,second_off,first_def,player_id_106,205.53,0.1035,0,1
game_1003,china,pakistan,first_off,empty_net_line,empty_net,53.77,0.0,0,1
game_1003,china,pakistan,first_off,first_def,player_id_106,169.78,0.0973,0,1
game_1003,china,pakistan,first_off,second_def,player_id_106,114.4,0.0,0,1
game_1003,china,pakistan,first_off,first_def,player_id_106,339.54,0.2167,0,1
game_1003,china,pakistan,second_off,second_def,player_id_106,101.03,0.2111,0,1
game_1003,china,pakistan,second_off,first_def,player_id_106,97.8,0.1026,0,1
game_1003,china,pakistan,second_off,empty_net_line,empty_net,2.15,0.0,0,1
game_1003,china,pakistan,PP_up,PP_kill_dwn,player_id_106,545.87,0.4148,1,1
game_1003,china,pakistan,second_off,empty_net_line,empty_net,56.26,0.0,0,1
game_1003,china,pakistan,first_off,second_def,player_id_106,47.67,0.0,0,1
game_1003,china,pakistan,second_off,second_def,player_id_106,137.88,0.0,0,1
game_1003,china,pakistan,first_off,second_def,player_id_106,241.22,0.2108,1,1
game_1003,china,pakistan,second_off,second_def,player_id_106,301.88,0.1046,0,1
game_1003,china,pakistan,second_off,second_def,player_id_106,56.7,0.0,0,1
game_1003,china,pakistan,PP_kill_dwn,PP_up,player_id_106,129.77,0.0,0,1
game_1003,china,pakistan,first_off,first_def,player_id_106,116.46,0.0,0,1
game_1003,china,pakistan,first_off,second_def,player_id_106,393.55,0.2108,1,1
game_1003,china,pakistan,second_off,first_def,player_id_106,42.76,0.0,0,1
game_1003,china,pakistan,first_off,empty_net_line,empty_net,5.11,0.0,0,1
game_1003,china,pakistan,first_off,first_def,player_id_106,69.37,0.1143,0,1
game_1003,china,pakistan,second_off,first_def,player_id_106,371.51,0.3999,1,1
game_1004,switzerland,uk,first_off,first_def,player_id_40,136.67,0.0,0,1
game_1004,switzerland,uk,second_off,second_def,player_id_40,262.56,0.0882,1,1
game_1004,switzerland,uk,first_off,second_def,player_id_40,199.66,0.0964,0,1
game_1004,switzerland,uk,first_off,second_def,player_id_40,152.46,0.0905,0,1
game_1004,switzerland,uk,first_off,first_def,player_id_40,311.66,0.2123,0,1
game_1004,switzerland,uk,first_off,first_def,player_id_40,222.12,0.0941,0,1
game_1004,switzerland,uk,PP_kill_dwn,PP_up,player_id_40,600.0,0.2185,0,1
game_1004,switzerland,uk,first_off,first_def,player_id_40,221.57,0.0882,0,1
game_1004,switzerland,uk,second_off,second_def,player_id_40,156.31,0.0,0,1
game_1004,switzerland,uk,second_off,second_def,player_id_40,243.81,0.0833,0,1
game_1004,switzerland,uk,first_off,second_def,player_id_40,131.49,0.079,0,1
game_1004,switzerland,uk,PP_up,PP_kill_dwn,player_id_40,106.77,0.0,0,1
game_1004,switzerland,uk,second_off,second_def,player_id_40,201.35,0.1065,0,1
game_1004,switzerland,uk,second_off,first_def,player_id_40,63.11,0.0,0,1
game_1004,switzerland,uk,first_off,second_def,player_id_40,88.85,0.0731,0,1
game_1004,switzerland,uk,second_off,first_def,player_id_40,129.27,0.295,0,1
game_1004,switzerland,uk,second_off,first_def,player_id_40,199.16,0.0,0,1
game_1004,switzerland,uk,second_off,first_def,player_id_40,173.18,0.0,0,1
game_1005,serbia,philippines,second_off,empty_net_line,empty_net,53.4,0.0,0,1
game_1005,serbia,philippines,first_off,empty_net_line,empty_net,8.88,0.0,0,1
game_1005,serbia,philippines,second_off,first_def,player_id_38,261.92,0.2206,0,1
game_1005,serbia,philippines,second_off,second_def,player_id_38,115.2,0.0,0,1
game_1005,serbia,philippines,first_off,first_def,player_id_38,218.3,0.4122,0,1
game_1005,serbia,philippines,second_off,second_def,player_id_38,133.59,0.0,0,1
game_1005,serbia,philippines,first_off,second_def,player_id_38,400.47,0.155,0,1
game_1005,serbia,philippines,PP_up,PP_kill_dwn,player_id_38,240.0,0.3102,0,1
game_1005,serbia,philippines,second_off,first_def,player_id_38,283.63,0.2026,1,1
game_1005,serbia,philippines,second_off,first_def,player_id_38,63.15,0.0,0,1
game_1005,serbia,philippines,first_off,second_def,player_id_38,104.39,0.0,0,1
game_1005,serbia,philippines,second_off,second_def,player_id_38,208.93,0.1991,0,1
game_1005,serbia,philippines,first_off,second_def,player_id_38,151.02,0.0994,0,1
game_1005,serbia,philippines,first_off,first_def,player_id_38,123.39,0.0,0,1
game_1005,serbia,philippines,second_off,first_def,player_id_38,95.27,0.1181,0,1
game_1005,serbia,philippines,PP_kill_dwn,PP_up,player_id_38,591.12,0.2985,1,1
game_1005,serbia,philippines,first_off,first_def,player_id_38,161.48,0.1762,0,1
game_1005,serbia,philippines,first_off,empty_net_line,empty_net,21.34,0.0,0,1
game_1005,serbia,philippines,second_off,second_def,player_id_38,98.3,0.1073,0,1
game_1005,serbia,philippines,first_off,second_def,player_id_38,77.49,0.0,0,1
game_1005,serbia,philippines,first_off,first_def,player_id_38,188.72,0.1906,0,1
game_1006,germany,canada,second_off,first_def,player_id_232,38.66,0.0,0,1
game_1006,germany,canada,second_off,first_def,player_id_232,308.53,0.0,0,1
game_1006,germany,canada,second_off,second_def,player_id_232,50.47,0.0,0,1
game_1006,germany,canada,first_off,first_def,player_id_232,186.07,0.1068,1,1
game_1006,germany,canada,first_off,second_def,player_id_232,53.25,0.0,0,1
game_1006,germany,canada,PP_kill_dwn,PP_up,player_id_232,464.29,0.159,0,1
game_1006,germany,canada,first_off,first_def,player_id_232,468.58,0.4068,0,1
game_1006,germany,canada,second_off,second_def,player_id_232,397.84,0.4103,0,1
game_1006,germany,canada,PP_up,PP_kill_dwn,player_id_232,240.0,0.5288,0,1
game_1006,germany,canada,second_off,second_def,player_id_232,217.65,0.171,1,1
game_1006,germany,canada,first_off,second_def,player_id_232,354.52,0.5888,1,1
game_1006,germany,canada,second_off,first_def,player_id_232,37.54,0.0,0,1
game_1006,germany,canada,first_off,first_def,player_id_232,54.65,0.1659,0,1
game_1006,germany,canada,second_off,second_def,player_id_232,164.61,0.2043,1,1
game_1006,germany,canada,first_off,second_def,player_id_232,182.25,0.1028,1,1
game_1006,germany,canada,first_off,second_def,player_id_232,31.16,0.0,0,1
game_1006,germany,canada,first_off,first_def,player_id_232,168.25,0.3301,0,1
game_1006,germany,canada,second_off,first_def,player_id_232,181.7,0.0,0,1
game_1007,guatemala,ethiopia,first_off,second_def,player_id_258,59.37,0.0,0,1
game_1007,guatemala,ethiopia,first_off,second_def,player_id_258,338.21,0.0989,0,1
game_1007,guatemala,ethiopia,second_off,second_def,player_id_258,45.88,0.0,0,1
game_1007,guatemala,ethiopia,PP_up,PP_kill_dwn,player_id_258,367.99,0.5469,1,1
game_1007,guatemala,ethiopia,second_off,first_def,player_id_258,238.62,0.2677,0,1
game_1007,guatemala,ethiopia,second_off,second_def,player_id_258,54.72,0.0911,0,1
game_1007,guatemala,ethiopia,first_off,first_def,player_id_258,67.78,0.0589,0,1
game_1007,guatemala,ethiopia,second_off,first_def,player_id_258,192.88,0.2019,0,1
game_1007,guatemala,ethiopia,first_off,empty_net_line,empty_net,9.01,0.0,0,1
game_1007,guatemala,ethiopia,first_off,first_def,player_id_258,67.58,0.0,0,1
game_1007,guatemala,ethiopia,first_off,second_def,player_id_258,238.24,0.2739,0,1
game_1007,guatemala,ethiopia,second_off,second_def,player_id_258,203.22,0.0,0,1
game_1007,guatemala,ethiopia,PP_kill_dwn,PP_up,player_id_258,519.44,0.3484,0,1
game_1007,guatemala,ethiopia,second_off,first_def,player_id_258,349.61,0.3611,2,1
game_1007,guatemala,ethiopia,first_off,first_def,player_id_258,229.77,0.3943,1,1
game_1007,guatemala,ethiopia,second_off,second_def,player_id_258,144.99,0.0835,0,1
game_1007,guatemala,ethiopia,second_off,first_def,player_id_258,39.15,0.083,0,1
game_1007,guatemala,ethiopia,first_off,first_def,player_id_258,199.58,0.0,0,1
game_1007,guatemala,ethiopia,first_off,second_def,player_id_258,233.97,0.3457,0,1
game_1008,south_korea,oman,second_off,first_def,player_id_266,144.92,0.1404,0,1
game_1008,south_korea,oman,first_off,second_def,player_id_266,61.7,0.0905,0,1
game_1008,south_korea,oman,first_off,first_def,player_id_266,78.64,0.0838,0,1
game_1008,south_korea,oman,first_off,first_def,player_id_266,168.53,0.2013,0,1
game_1008,south_korea,oman,first_off,second_def,player_id_266,76.94,0.0,0,1
game_1008,south_korea,oman,first_off,first_def,player_id_266,134.16,0.0892,0,1
game_1008,south_korea,oman,first_off,second_def,player_id_266,200.74,0.3442,1,1
game_1008,south_korea,oman,second_off,first_def,player_id_266,48.39,0.2017,0,1
game_1008,south_korea,oman,second_off,empty_net_line,empty_net,9.35,0.0,0,1
game_1008,south_korea,oman,second_off,first_def,player_id_266,88.62,0.0841,0,1
game_1008,south_korea,oman,PP_kill_dwn,empty_net_line,empty_net,5.72,0.0,0,1
game_1008,south_korea,oman,second_off,second_def,player_id_266,58.23,0.0,0,1
game_1008,south_korea,oman,second_off,second_def,player_id_266,181.71,0.0,0,1
game_1008,south_korea,oman,second_off,second_def,player_id_266,233.79,0.0,0,1
game_1008,south_korea,oman,first_off,empty_net_line,empty_net,66.19,0.0,0,1
game_1008,south_korea,oman,second_off,first_def,player_id_266,163.41,0.1452,0,1
game_1008,south_korea,oman,PP_kill_dwn,PP_up,player_id_266,550.99,0.1334,0,1
game_1008,south_korea,oman,first_off,second_def,player_id_266,261.05,0.31,1,1
game_1008,south_korea,oman,second_off,second_def,player_id_266,160.79,0.0,0,1
game_1008,south_korea,oman,first_off,first_def,player_id_266,182.32,0.1448,0,1
game_1008,south_korea,oman,PP_up,PP_kill_dwn,player_id_266,723.79,1.2993,2,1
game_1009,mongolia,new_zealand,first_off,second_def,player_id_36,209.76,0.2941,0,1
game_1009,mongolia,new_zealand,second_off,second_def,player_id_36,113.88,0.0,0,1
game_1009,mongolia,new_zealand,second_off,second_def,player_id_36,236.59,0.4396,0,1
game_1009,mongolia,new_zealand,first_off,first_def,player_id_36,259.7,0.2306,0,1
game_1009,mongolia,new_zealand,PP_kill_dwn,PP_up,player_id_36,598.7,0.0603,0,1
game_1009,mongolia,new_zealand,first_off,first_def,player_id_36,167.51,0.1528,0,1
game_1009,mongolia,new_zealand,second_off,first_def,player_id_36,68.45,0.0,0,1
game_1009,mongolia,new_zealand,first_off,first_def,player_id_36,92.42,0.0,0,1
game_1009,mongolia,new_zealand,first_off,second_def,player_id_36,223.88,0.197,0,1
game_1009,mongolia,new_zealand,first_off,second_def,player_id_36,65.55,0.0,0,1
game_1009,mongolia,new_zealand,second_off,first_def,player_id_36,245.58,0.0658,0,1
game_1009,mongolia,new_zealand,second_off,second_def,player_id_36,228.74,0.1749,0,1
game_1009,mongolia,new_zealand,PP_up,PP_kill_dwn,player_id_36,454.7,0.7333,2,1
game_1009,mongolia,new_zealand,first_off,first_def,player_id_36,141.35,0.0921,0,1
game_1009,mongolia,new_zealand,second_off,first_def,player_id_36,166.87,0.0,0,1
game_1009,mongolia,new_zealand,second_off,first_def,player_id_36,109.31,0.0,0,1
game_1009,mongolia,new_zealand,second_off,second_def,player_id_36,147.76,0.0,0,1
game_1009,mongolia,new_zealand,first_off,second_def,player_id_36,69.23,0.0,0,1
game_101,canada,panama,first_off,first_def,player_id_293,32.76,0.0,0,1
game_101,canada,panama,PP_up,PP_kill_dwn,player_id_293,419.54,0.6817,0,1
game_101,canada,panama,first_off,second_def,player_id_293,374.53,0.1122,0,1
game_101,canada,panama,first_off,first_def,player_id_293,195.07,0.0991,0,1
game_101,canada,panama,PP_kill_dwn,PP_up,player_id_293,360.0,0.0,0,1
game_101,canada,panama,second_off,first_def,player_id_293,378.38,0.537,1,1
game_101,canada,panama,first_off,second_def,player_id_293,263.02,0.1168,0,1
game_101,canada,panama,first_off,first_def,player_id_293,147.76,0.1889,0,1
game_101,canada,panama,second_off,first_def,player_id_293,43.13,0.0926,0,1
game_101,canada,panama,first_off,second_def,player_id_293,96.73,0.0,0,1
game_101,canada,panama,empty_net_line,second_def,player_id_293,38.49,0.1663,0,1
game_101,canada,panama,second_off,second_def,player_id_293,123.44,0.1027,0,1
game_101,canada,panama,second_off,second_def,player_id_293,85.37,0.0,0,1
game_101,canada,panama,second_off,second_def,player_id_293,42.93,0.0905,0,1
game_101,canada,panama,first_off,second_def,player_id_293,249.57,0.2184,0,1
game_101,canada,panama,second_off,first_def,player_id_293,235.83,0.0,0,1
game_101,canada,panama,first_off,first_def,player_id_293,88.58,0.1021,0,1
game_101,canada,panama,second_off,first_def,player_id_293,282.27,0.1971,1,1
game_101,canada,panama,second_off,second_def,player_id_293,142.6,0.0981,0,1
game_1010,netherlands,iceland,first_off,second_def,player_id_16,163.74,0.0,0,1
game_1010,netherlands,iceland,second_off,first_def,player_id_16,182.97,0.0,0,1
game_1010,netherlands,iceland,first_off,first_def,player_id_16,144.79,0.1058,0,1
game_1010,netherlands,iceland,first_off,first_def,player_id_16,152.95,0.1982,0,1
game_1010,netherlands,iceland,second_off,second_def,player_id_16,113.64,0.0724,0,1
game_1010,netherlands,iceland,second_off,first_def,player_id_16,82.07,0.0,0,1
game_1010,netherlands,iceland,first_off,second_def,player_id_16,47.8,0.0,0,1
game_1010,netherlands,iceland,second_off,first_def,player_id_16,210.73,0.0,0,1
game_1010,netherlands,iceland,second_off,first_def,player_id_16,157.97,0.0806,0,1
game_1010,netherlands,iceland,second_off,second_def,player_id_16,174.23,0.1282,0,1
game_1010,netherlands,iceland,first_off,first_def,player_id_16,26.91,0.0964,0,1
game_1010,netherlands,iceland,second_off,second_def,player_id_16,76.49,0.0818,0,1
game_1010,netherlands,iceland,first_off,second_def,player_id_16,179.89,0.0882,0,1
game_1010,netherlands,iceland,PP_up,PP_kill_dwn,player_id_16,707.51,1.1771,0,1
game_1010,netherlands,iceland,first_off,second_def,player_id_16,217.65,0.0949,0,1
game_1010,netherlands,iceland,second_off,second_def,player_id_16,33.24,0.0,0,1
game_1010,netherlands,iceland,first_off,first_def,player_id_16,87.41,0.0,0,1
game_1010,netherlands,iceland,PP_kill_dwn,PP_up,player_id_16,840.0,0.1441,0,1
game_1011,indonesia,uae,first_off,first_def,player_id_259,169.95,0.0,0,1
game_1011,indonesia,uae,second_off,second_def,player_id_259,136.72,0.1782,0,1
game_1011,indonesia,uae,first_off,second_def,player_id_259,142.63,0.1337,0,1
game_1011,indonesia,uae,first_off,second_def,player_id_259,159.09,0.1572,0,1
game_1011,indonesia,uae,first_off,second_def,player_id_259,138.17,0.1409,0,1
game_1011,indonesia,uae,second_off,empty_net_line,empty_net,54.62,0.0734,0,1
game_1011,indonesia,uae,first_off,empty_net_line,empty_net,60.42,0.0,0,1
game_1011,indonesia,uae,first_off,first_def,player_id_259,101.96,0.088,0,1
game_1011,indonesia,uae,PP_up,PP_kill_dwn,player_id_259,600.0,0.6805,1,1
game_1011,indonesia,uae,second_off,second_def,player_id_259,228.76,0.0,0,1
game_1011,indonesia,uae,PP_kill_dwn,PP_up,player_id_259,493.81,0.1488,1,1
game_1011,indonesia,uae,second_off,first_def,player_id_259,137.05,0.0,0,1
game_1011,indonesia,uae,first_off,first_def,player_id_259,258.56,0.0799,0,1
game_1011,indonesia,uae,second_off,first_def,player_id_259,47.94,0.0598,0,1
game_1011,indonesia,uae,second_off,first_def,player_id_259,119.84,0.0769,0,1
game_1011,indonesia,uae,second_off,empty_net_line,empty_net,57.71,0.0,0,1
game_1011,indonesia,uae,first_off,second_def,player_id_259,54.87,0.0,0,1
game_1011,indonesia,uae,first_off,empty_net_line,empty_net,9.86,0.0,0,1
game_1011,indonesia,uae,first_off,first_def,player_id_259,77.18,0.0,0,1
game_1011,indonesia,uae,second_off,first_def,player_id_259,184.87,0.2064,0,1
game_1011,indonesia,uae,second_off,second_def,player_id_259,56.16,0.0765,0,1
game_1011,indonesia,uae,second_off,second_def,player_id_259,309.82,0.2025,0,1
game_1012,mexico,usa,first_off,empty_net_line,empty_net,54.84,0.0,0,1
game_1012,mexico,usa,first_off,empty_net_line,empty_net,63.28,0.0,0,1
game_1012,mexico,usa,second_off,second_def,player_id_152,342.94,0.1948,1,1
game_1012,mexico,usa,first_off,second_def,player_id_152,39.39,0.0,0,1
game_1012,mexico,usa,first_off,second_def,player_id_152,111.82,0.0997,0,1
game_1012,mexico,usa,second_off,empty_net_line,empty_net,3.78,0.0,0,1
game_1012,mexico,usa,first_off,first_def,player_id_152,74.46,0.1132,0,1
game_1012,mexico,usa,first_off,first_def,player_id_152,157.68,0.3266,0,1
game_1012,mexico,usa,second_off,first_def,player_id_152,147.08,0.1603,0,1
game_1012,mexico,usa,second_off,second_def,player_id_152,64.47,0.094,1,1
game_1012,mexico,usa,first_off,first_def,player_id_152,78.69,0.1879,0,1
game_1012,mexico,usa,second_off,second_def,player_id_152,107.05,0.0,0,1
game_1012,mexico,usa,second_off,first_def,player_id_152,156.19,0.0,0,1
game_1012,mexico,usa,second_off,first_def,player_id_152,235.77,0.0758,0,1
game_1012,mexico,usa,PP_up,PP_kill_dwn,player_id_152,360.0,1.3359,1,1
game_1012,mexico,usa,second_off,empty_net_line,empty_net,54.14,0.0,0,1
game_1012,mexico,usa,PP_kill_dwn,PP_up,player_id_152,673.24,0.4143,1,1
game_1012,mexico,usa,second_off,first_def,player_id_152,58.58,0.0,0,1
game_1012,mexico,usa,first_off,second_def,player_id_152,132.63,0.2293,0,1
game_1012,mexico,usa,first_off,second_def,player_id_152,303.89,0.357,0,1
game_1012,mexico,usa,first_off,first_def,player_id_152,239.59,0.2949,0,1
game_1012,mexico,usa,second_off,second_def,player_id_152,140.47,0.0,0,1
game_1013,panama,rwanda,PP_up,PP_kill_dwn,player_id_62,960.0,2.7757,4,1
game_1013,panama,rwanda,second_off,first_def,player_id_62,53.7,0.0,0,1
